,Uniprot IDs,Gene,Enriched
748,Q8IY63,['AMOTL1'],[False]
749,Q14449,['GRB14'],[False]
750,Q6FI81,['CIAPIN1'],[False]
751,P50553,['ASCL1'],[False]
752,Q9NPI8,['FANCF'],[False]
753,Q8WUP2,['FBLIM1'],[False]
754,O95149,['SNUPN'],[False]
755,Q9HC77,['CENPJ'],[False]
756,Q9HC35,['EML4'],[False]
757,Q9UBU9,['NXF1'],[False]
758,P55145,['MANF'],[False]
759,O75151,['PHF2'],[False]
760,O00584,['RNASET2'],[False]
761,Q8WXE9,['STON2'],[False]
762,O15273,['TCAP'],[False]
763,O75683,['SURF6'],[False]
764,O14519,['CDK2AP1'],[False]
765,Q17RS7,['GEN1'],[False]
766,O60568,['PLOD3'],[False]
767,Q9NP70,['AMBN'],[False]
768,P56211,['ARPP19'],[False]
769,Q9BQB4,['SOST'],[False]
770,Q658P3,['STEAP3'],[False]
771,P01730,['CD4'],[False]
772,O95696,['BRD1'],[False]
773,O14776,['TCERG1'],[False]
774,P01732,['CD8A'],[False]
775,O95831,['AIFM1'],[False]
776,P04234,['CD3D'],[False]
777,P41236,['PPP1R2'],[False]
778,P26599,['PTBP1'],[False]
779,Q86Y38,['XYLT1'],[False]
780,Q9NZ94,['NLGN3'],[False]
781,P07814,['EPRS1'],[False]
782,P53816,['PLAAT3'],[False]
783,Q9Y4B6,['DCAF1'],[False]
784,P23025,['XPA'],[False]
785,Q9BXJ9,['NAA15'],[False]
786,O43516,['WIPF1'],[False]
787,Q15276,['RABEP1'],[False]
788,P51825,['AFF1'],[False]
789,Q9HAN9,['NMNAT1'],[False]
790,Q9Y6G9,['DYNC1LI1'],[False]
791,Q9UHB7,['AFF4'],[False]
792,Q9NXG6,['P4HTM'],[False]
793,P42166,['TMPO'],[False]
794,Q14118,['DAG1'],[False]
795,Q8N5Y2,['MSL3'],[False]
796,P15941,['MUC1'],[False]
797,Q8TEK3,['DOT1L'],[False]
798,Q9H900,['ZWILCH'],[False]
799,P41227,['NAA10'],[False]
800,P49257,['LMAN1'],[False]
801,Q9NR28,['DIABLO'],[False]
802,P00736,['None'],[False]
803,Q5JRX3,['PITRM1'],[False]
804,Q96EP1,['CHFR'],[False]
805,Q9UBW5,['BIN2'],[False]
806,P52179,['MYOM1'],[False]
807,Q15046,['KARS1'],[False]
808,P52272,['HNRNPM'],[False]
809,Q01081,['U2AF1'],[False]
810,Q92804,['TAF15'],[False]
811,P07305,['H1-0'],[False]
812,Q96H20,['SNF8'],[False]
813,Q9NQX3,['GPHN'],[False]
814,P46379,['BAG6'],[False]
815,Q96C36,['PYCR2'],[False]
816,Q9UBV7,['B4GALT7'],[False]
817,O94829,['IPO13'],[False]
818,P53999,['SUB1'],[False]
819,P98066,['TNFAIP6'],[False]
820,P00492,['HPRT1'],[False]
821,P45379,['TNNT2'],[False]
822,Q16740,['CLPP'],[False]
823,P49902,['NT5C2'],[False]
824,Q9H3P2,['NELFA'],[False]
825,Q9UKL0,['RCOR1'],[False]
826,P52848,['NDST1'],[False]
827,Q16595,['FXN'],[False]
828,Q99967,['CITED2'],[False]
829,P06454,['PTMA'],[False]
830,Q96SD1,['DCLRE1C'],[False]
831,Q9NRA2,['SLC17A5'],[False]
832,A6NF83,['NUPR2'],[False]
833,P36871,['PGM1'],[False]
834,Q6ZNA4,['RNF111'],[False]
835,P37268,['FDFT1'],[False]
836,P78330,['PSPH'],[False]
837,Q86VN1,['VPS36'],[False]
838,Q2MKA7,['RSPO1'],[False]
839,Q96PM5,['RCHY1'],[False]
840,Q9NWW9,['PLAAT2'],[False]
841,P0CF51,['None'],[False]
842,Q9Y6I3,['EPN1'],[False]
843,Q96FI4,['NEIL1'],[False]
844,P16442,['VLDLR-AS1'],[False]
845,Q8NBZ7,['UXS1'],[False]
846,Q16630,['CPSF6'],[False]
847,P07199,['CENPB'],[False]
848,P19827,['ITIH1'],[False]
849,Q14849,['STARD3'],[False]
850,Q9UKT5,['FBXO4'],[False]
851,O75506,['HSBP1'],[False]
852,O00273,['DFFA'],[False]
853,Q14181,['POLA2'],[False]
854,Q9Y5P4,['CERT1'],[False]
855,P02686,['MBP'],[False]
856,P42568,['MLLT3'],[False]
857,Q68DK7,['MSL1'],[False]
858,P35612,['ADD2'],[False]
859,P55197,['MLLT10'],[False]
860,Q9NVS9,['PNPO'],[False]
861,Q9UKK9,['NUDT5'],[False]
862,Q9UKT4,['FBXO5'],[False]
863,Q9BSQ5,['CCM2'],[False]
864,P19429,['ARHGAP5'],[False]
865,A6ND01,['IZUMO1R'],[False]
866,Q8N5H7,['SH2D3C'],[False]
867,P18615,['NELFE'],[False]
868,O60502,['OGA'],[False]
869,Q8WV28,['BLNK'],[False]
870,O14810,['CPLX1'],[False]
871,Q96E14,['RMI2'],[False]
872,P55263,['ADK'],[False]
873,P37837,['TALDO1'],[False]
874,Q16647,['PTGIS'],[False]
875,P15391,['CD19'],[False]
876,Q6PI48,['DARS2'],[False]
877,O75223,['GGCT'],[False]
878,Q5FWF5,['ESCO1'],[False]
879,Q14978,['NOLC1'],[False]
880,P49366,['DHPS'],[False]
881,P27469,['G0S2'],[False]
882,O43663,['PRC1'],[False]
883,Q8N5F7,['NKAP'],[False]
884,Q8N3V7,['SYNPO'],[False]
885,Q00169,['PITPNA'],[False]
886,Q0JRZ9,['FCHO2'],[False]
887,Q13316,['DMP1'],[False]
888,P81605,['DCD'],[False]
889,P50542,['PEX5'],[False]
890,Q00266,['MAT1A'],[False]
891,Q9BRG1,['VPS25'],[False]
892,Q9BV68,['RNF126'],[False]
893,O43776,['NARS1'],[False]
894,O95391,['SLU7'],[False]
895,P15309,['ACP3'],[False]
896,Q9BZE9,['ASPSCR1'],[False]
897,Q6ZVN8,['HJV'],[False]
898,P40692,['MLH1'],[False]
899,O43715,['TRIAP1'],[False]
900,Q9BYG3,['NIFK'],[False]
901,Q96RJ3,['TNFRSF13C'],[False]
902,Q8NFJ9,['BBS1'],[False]
903,P49354,['FNTA'],[False]
904,Q86WX3,['RPS19BP1'],[False]
905,P48788,['TNNI2'],[False]
906,Q9H816,['DCLRE1B'],[False]
907,Q9Y6C2,['EMILIN1'],[False]
908,P61925,['PKIA'],[False]
909,Q12972,['PPP1R8'],[False]
910,P14868,['DARS1'],[False]
911,O00411,['POLRMT'],[False]
912,Q96AY2,['EME1'],[False]
913,Q16222,['UAP1'],[False]
914,Q9Y4F1,['FARP1'],[False]
915,Q9H9R9,['DBNDD1'],[False]
916,P21815,['IBSP'],[False]
917,Q6VMQ6,['ATF7IP'],[False]
918,Q3SYG4,['BBS9'],[False]
919,P47897,['QARS1'],[False]
920,Q01831,['XPC'],[False]
921,Q5VZK9,['CARMIL1'],[False]
922,P41567,['EIF1'],[False]
923,Q9NRI5,['DISC1'],[False]
924,Q8IYB8,['SUPV3L1'],[False]
925,Q9NP98,['MYOZ1'],[False]
926,P62495,['ETF1'],[False]
927,Q9NUM4,['TMEM106B'],[False]
928,P40259,['CD79B'],[False]
929,Q92871,['PMM1'],[False]
930,Q9NXV2,['KCTD5'],[False]
931,Q8N3I7,['BBS5'],[False]
932,O60239,['SH3BP5'],[False]
933,Q8IZD2,['KMT2E'],[False]
934,A8MTZ0,['BBIP1'],[False]
935,Q96T21,['SECISBP2'],[False]
936,P11912,['CD79A'],[False]
937,O43236,['SEPTIN4'],[False]
938,Q9H9E3,['COG4'],[False]
939,P47813,['EIF1AX'],[False]
940,Q8NI22,['MCFD2'],[False]
941,Q15013,['MAD2L1BP'],[False]
942,O60828,['PQBP1'],[False]
943,P30566,['ADSL'],[False]
944,A4D126,['CRPPA'],[False]
945,Q14061,['COX17'],[False]
946,Q96NW4,['ANKRD27'],[False]
947,O60927,['PPP1R11'],[False]
948,Q9UBU7,['DBF4'],[False]
949,Q8WVQ1,['CANT1'],[False]
950,P80723,['BASP1'],[False]
951,P17096,['HMGA1'],[False]
952,P49753,['ACOT2'],[False]
953,P50402,['EMD'],[False]
954,Q9NX55,['HYPK'],[False]
955,Q09161,['NCBP1'],[False]
956,Q6ZT98,['TTLL7'],[False]
957,O75936,['BBOX1'],[False]
958,Q01101,['INSM1'],[False]
959,P31327,['CPS1'],[False]
960,Q14493,['SLBP'],[False]
961,O60508,['CDC40'],[False]
962,P02655,['APOC2'],[False]
963,Q8TDP1,['RNASEH2C'],[False]
964,Q9BUL9,['RPP25'],[False]
965,Q9Y5B0,['CTDP1'],[False]
966,P49915,['GMPS'],[False]
967,O60829,['PAGE4'],[False]
968,Q16821,['PPP1R3A'],[False]
969,Q8IYB3,['SRRM1'],[False]
970,P16278,['GLB1'],[False]
971,P27708,['CAD'],[False]
972,Q5SQI0,['ATAT1'],[False]
973,P08240,['SRPRA'],[False]
974,O60888,['CUTA'],[False]
975,P39905,['GDNF'],[False]
976,P20061,['TCN1'],[False]
977,Q8IW19,['APLF'],[False]
978,Q8TEA8,['DTD1'],[False]
979,P52298,['NCBP2'],[False]
980,O14713,['ITGB1BP1'],[False]
981,Q9UBR1,['UPB1'],[False]
982,P40855,['PEX19'],[False]
983,Q5TDH0,['DDI2'],[False]
984,O95405,['ZFYVE9'],[False]
985,Q5T848,['GPR158'],[False]
986,Q99598,['TSNAX'],[False]
987,P15516,['HTN3'],[False]
988,Q86XI6,['PPP1R3B'],[False]
989,P36776,['LONP1'],[False]
990,Q5T1C6,['THEM4'],[False]
991,O60701,['UGDH'],[False]
992,P35269,['GTF2F1'],[False]
993,Q5T4W7,['ARTN'],[False]
994,Q96GU1,['PAGE5'],[False]
995,Q9UKY0,['PRND'],[False]
996,P54577,['YARS1'],[False]
997,P58753,['TIRAP'],[False]
998,Q8N4Q1,['CHCHD4'],[False]
999,Q8WUN7,['UBTD2'],[False]
1000,O95822,['MLYCD'],[False]
1001,P33897,['ABCD1'],[False]
1002,P02808,['STATH'],[False]
1003,Q68D10,['SPTY2D1'],[False]
1004,Q96ST2,['IWS1'],[False]
1005,Q9BYI3,['HYCC1'],[False]
1006,Q8N1G2,['CMTR1'],[False]
1007,P48539,['PCP4'],[False]
1008,Q96BT7,['ALKBH8'],[False]
1009,Q15631,['TSN'],[False]
1010,Q15517,['None'],[False]
1011,Q01433,['AMPD2'],[False]
1012,Q9BQ15,['NABP2'],[False]
1013,Q9BYC5,['FUT8'],[False]
1014,Q96RS0,['TGS1'],[False]
1015,O14678,['ABCD4'],[False]
1016,Q5HYA8,['TMEM67'],[False]
1017,Q9UQ35,['SRRM2'],[False]
1018,Q9UHK0,['NUFIP1'],[False]
1019,P29083,['GTF2E1'],[False]
1020,P12081,['HARS1'],[False]
1021,O14958,['CASQ2'],[False]
1022,P04554,['PRM2'],[False]
1023,Q96G97,['BSCL2'],[False]
1024,Q7L2J0,['MEPCE'],[False]
1025,P10163,['TTN-AS1'],[False]
1026,P47710,['CSN1S1'],[False]
1027,Q9NRY2,['INIP'],[False]
1028,P41214,['EIF2D'],[False]
1029,P22531,['SPRR2E'],[False]
1030,O75324,['SNN'],[False]
1031,Q8N1Q8,['THEM5'],[False]
1032,Q6BDI9,['REP15'],[False]
1033,P52926,['HMGA2'],[False]
1034,O95400,['CD2BP2'],[False]
1035,Q9NV23,['OLAH'],[False]
1036,Q53TN4,['CYBRD1'],[False]
1037,P20810,['CAST'],[False]
1038,Q9NX46,['ADPRS'],[False]
1039,Q9NRJ3,['CCL28'],[False]
1040,Q9NZD4,['AHSP'],[False]
1041,P22234,['PAICS'],[False]
1042,Q8N300,['SVBP'],[False]
1043,P22033,['MMUT'],[False]
1044,Q13569,['TDG'],[False]
1045,Q9NPF0,['CD320'],[False]
1046,Q8NBI3,['DRAXIN'],[False]
1047,Q96F86,['EDC3'],[False]
1048,O75554,['WBP4'],[False]
1049,P43351,['RAD52'],[False]
1050,Q96N21,['TEPSIN'],[False]
1051,O75817,['POP7'],[False]
1052,Q9Y6H6,['KCNE3'],[False]
1053,Q9H078,['CLPB'],[False]
1054,Q8IVG9,['None'],[False]
1055,Q9UPR3,['SMG5'],[False]
1056,P50440,['GATM'],[False]
1057,Q9HAU5,['UPF2'],[False]
1058,Q9Y4U1,['MMACHC'],[False]
1059,Q9BSY4,['CHCHD5'],[False]
1060,Q96Q11,['TRNT1'],[False]
1061,Q8IVH4,['MMAA'],[False]
1062,P35475,['IDUA'],[False]
1063,Q9H0W8,['SMG9'],[False]
1064,Q92540,['SMG7'],[False]
1065,P07902,['GALT'],[False]
1066,Q3MIT2,['PUS10'],[False]
1067,Q9H2Y7,['ZNF106'],[False]
1068,Q9BUH6,['PAXX'],[False]
1069,Q96C86,['DCPS'],[False]
1070,Q9BQ50,['TREX2'],[False]
1071,O00488,['ZNF593'],[False]
1072,Q16831,['UPP1'],[False]
1073,Q8IYV9,['IZUMO1'],[False]
1074,P09132,['SRP19'],[False]
1075,Q9NRN7,['AASDHPPT'],[False]
1076,Q53FT3,['HIKESHI'],[False]
1077,Q9BTL3,['RAMAC'],[False]
1078,Q9BU02,['THTPA'],[False]
1079,Q6PHW0,['IYD'],[False]
1080,O14832,['PHYH'],[False]
1081,Q9GZN7,['ROGDI'],[False]
1082,Q9H3L0,['MMADHC'],[False]
