,Interactor A,Interactor B
0,P21675,"['P20226', 'P49848', 'Q6P1X5', 'Q15542', 'P62805', 'P24385', 'P06400', 'Q15545', 'P35269', 'O00268', 'P68431', 'Q00987', 'Q15543', 'Q9Y294', 'Q12962', 'P17480', 'P10275', 'Q5H9L4', 'P01100', 'P05412', 'Q9Y3D8', 'Q7Z7C8', 'Q04206', 'Q08999', 'P28749', 'P04637', 'Q5VWG9', 'Q9HBM6', 'P61964', 'P01106', 'Q15059', 'P62380', 'Q92750', 'Q16514', 'Q16695', 'Q15544', 'P21675', 'P29083', 'Q8NBX0', 'P25440', 'P54296', 'O94806', 'Q5VT25', 'Q9BZ29', 'Q8N3C7', 'O75923', 'Q16586', 'O75953', 'P18084', 'Q92845', 'O95402', 'P26367', 'P09622', 'P68400', 'P49336', 'Q07065', 'P23760', 'P52655', 'Q9UBR4', 'Q9NVP2', 'P20248', 'Q01844', 'Q9NS85', 'P25791', 'Q9NRA8', 'Q92947', 'Q9ULT6', 'Q03164', 'Q8IXL9', 'Q643R3', 'P27694', 'Q6PIY7', 'Q9UKL0', 'Q8TB37', 'P10071', 'P25054', 'P52333', 'Q9Y5Y3', 'Q9P2R6', 'O15446', 'Q9Y3S2', 'O95365', 'Q9UPQ7', 'O95409', 'Q9UBU9', 'P62899', 'P12956', 'Q96S55', 'Q6SPF0', 'P61244', 'Q9H444', 'Q8WWQ0', 'Q9H0E9', 'Q9ULD4', 'Q9BXY8', 'Q99581', 'Q9BRK5', 'P07942', 'P29597', 'Q9HCE1', 'P49450', 'Q8TBJ5', 'Q9NT22', 'Q9UPP1', 'P08571', 'P42702', 'O00165', 'P38432', 'Q69YN4', 'Q8IYS8', 'Q9HB58', 'Q8NBS3', 'P84022', 'P09429', 'Q9NWZ5', 'O95251', 'P49792', 'O95714', 'Q99742', 'Q8IZY2', 'P55201', 'Q9BXK1', 'Q9H000', 'Q9HAH7', 'P51617', 'Q9HCS4', 'Q15797', 'P30260', 'Q00587', 'Q13813', 'P42771', 'Q8IVT5', 'O00255', 'O95071', 'P25490', 'Q6SA08', 'Q9H334', 'O43819', 'Q9HCU9', 'Q13315', 'P41970', 'Q9HCM3', 'Q8IVH2', 'Q96ST3', 'Q9ULT8', 'Q9H967', 'Q7Z628', 'Q8IY81', 'Q92804', 'O60909', 'Q9NYB0', 'Q9P2K5', 'P13985', 'Q14145', 'Q9NY12', 'P31943', 'Q9HCM7', 'Q92743', 'P51531', 'Q86T82', 'Q15796', 'Q9NRI5', 'O14734', 'Q99081', 'Q9BUQ8', 'P32519', 'Q8IZ40', 'Q9BVP2', 'Q96GD4', 'Q9NWD8', 'Q8TBK6', 'Q6R327', 'Q14257', 'Q9UKX7', 'P05067', 'P54259', 'P78314', 'Q96RK0', 'Q9GZS1', 'Q96JJ7', 'Q96GU1', 'Q8TES7', 'O60885', 'Q5T0B9', 'Q99959', 'P50613', 'Q5H9I0', 'Q06787', 'Q5JPH6', 'Q96FS4', 'O60563', 'Q9H4L4', 'P43362', 'Q5VTD9', 'P58557', 'Q9ULX6', 'Q9BSD7', 'Q9BSI4', 'Q8IX18', 'Q6UXZ4', 'Q13608', 'P49711', 'Q86U70', 'Q8IXI1', 'Q14687', 'Q17RY0']"
1,P55072,"['P55072', 'P54252', 'Q9UNZ2', 'O95155', 'Q86TM6', 'Q96CS3', 'Q8TAT6', 'Q92890', 'Q04323', 'Q9Y263', 'Q5VVQ6', 'Q9BQE4', 'O94888', 'Q9BUN8', 'Q9BZE9', 'Q96JH7', 'Q9UNN5', 'O00124', 'P68543', 'Q9BZV1', 'Q92575', 'Q14CS0', 'P38398', 'Q9UKV5', 'P25963', 'Q8NHG7', 'Q5T124', 'Q13616', 'Q96LJ8', 'Q9H0K1', 'Q96EP0', 'O96017', 'Q9Y4K3', 'P62633', 'Q8TEB9', 'Q9H8Y5', 'P63104', 'Q96IV0', 'Q13617', 'Q92905', 'O75688', 'P42858', 'Q9UBN7', 'Q03135', 'Q96CV9', 'Q9UMX0', 'P13569', 'O15503', 'P27824', 'P62191', 'O95140', 'Q12888', 'P46379', 'P11142', 'P30153', 'Q9GZQ8', 'P04114', 'P25786', 'P19320', 'P07900', 'O14744', 'P13073', 'Q13099', 'Q9H3S7', 'Q8NBI5', 'Q69YN4', 'Q8WZA0', 'Q13618', 'P25787', 'P05067', 'Q9P0J7', 'P31948', 'Q9Y468', 'Q9Y679', 'Q99816', 'P26378', 'O60716', 'O75323', 'Q15006', 'Q9NVI7', 'Q16513', 'Q13936', 'Q8TCF1', 'P60900', 'Q13501', 'Q9Y385', 'Q15003', 'Q9P003', 'Q96S82', 'Q15907', 'P08238', 'P07437', 'P68371', 'Q96J88', 'Q9UHD9', 'Q96BN8', 'P18206', 'P51668', 'P04234', 'P48643', 'P26045', 'Q14191', 'Q9NV58', 'Q9GZP9', 'Q9Y6D0', 'P63165', 'Q15785', 'P54578', 'Q00987', 'Q9Y5A7', 'O60927', 'Q8WV99', 'Q9UNE7', 'P78371', 'P54253', 'Q13509', 'O94941', 'P03372', 'Q14164', 'P31749', 'O00141', 'O94868', 'P23508', 'Q15011', 'Q13283', 'P46940', 'Q14139', 'Q9NP31', 'P36873', 'P04637', 'Q9Y297', 'P46937', 'P61956', 'P25789', 'Q8TBB1', 'P05161', 'Q9Y5Q8', 'O60885', 'Q04726', 'Q9H009', 'O60941', 'Q14258', 'P43686', 'Q13148', 'P63208', 'Q8NBM4', 'P50897', 'Q4G0J3', 'P53350', 'P07550', 'P32969', 'P55795', 'Q16827', 'P67775', 'P14635', 'P11441', 'P60709', 'P41002', 'P15924', 'Q99496', 'Q15435', 'Q92621', 'Q13438', 'P01009', 'Q9BQ67', 'Q9Y4L5', 'Q9BXM7', 'P43378', 'P61586', 'Q02750', 'O15205', 'Q5T4S7', 'P0CG47', 'P24928', 'Q14999', 'Q9HCE7', 'Q92597', 'Q01628', 'Q7Z6Z7', 'Q96HA8', 'P34932', 'P63027', 'P61081', 'P24941', 'P46781', 'Q96LK0', 'Q53EZ4', 'P55036', 'Q9P2S5', 'Q9BY14', 'O95994', 'O60496', 'P15104', 'P32121', 'O75886', 'P46013', 'P16144', 'Q8TEB1', 'Q16665', 'Q15366', 'Q6NYC8', 'Q13619', 'Q7Z3C6', 'Q9P253', 'Q96PD7', 'Q6PCB6', 'P50851', 'P04035', 'P62993', 'O43707', 'Q9H3D4', 'Q86U44', 'O95926', 'Q8TB24', 'Q9HCE5', 'P51636', 'Q00796', 'Q99460', 'O00237', 'O00624', 'Q9H444', 'P49773', 'P16455', 'O95235', 'Q99759', 'Q15120', 'Q96MU6', 'P31946', 'P62987', 'Q9NSV4', 'Q9UNQ0', 'P61758', 'P0CG48', 'Q9Y2R2', 'Q15717', 'Q05048', 'P10275', 'Q8IWQ3', 'Q9Y5U4', 'Q15077', 'Q93009', 'Q9H1C4', 'Q9UL15', 'P21359', 'Q8IZ07', 'O15265', 'Q9BTA9', 'Q92995', 'Q9ULK5', 'P49863', 'Q6EEV6', 'O14967', 'P78317', 'O00429', 'O14818', 'O75506', 'O14880', 'Q6PHR2', 'P15153', 'P54886', 'O43402', 'Q15404', 'Q92934', 'P49755', 'P46527', 'P62701', 'Q8TES7', 'Q8TAA9', 'P13473', 'P31350', 'Q92522', 'Q9NXB0', 'Q8NBJ7', 'Q9UBQ5', 'P63000', 'P61978', 'Q15029', 'Q15075', 'P19367', 'Q8NBT2', 'Q92611', 'Q9NZN8', 'Q8IWC1', 'Q7Z7L1', 'Q9UBP0', 'P15309', 'Q5T1M5', 'O95816', 'P31943', 'O76064', 'O43237', 'P36954', 'Q92551', 'Q9UDR5', 'P15927', 'Q13363', 'Q9P287', 'Q13496', 'P02545', 'O75489', 'Q9GZZ9', 'Q6UX01', 'P57088', 'Q9UII4', 'P20073', 'Q86V88', 'P50990', 'Q9UJX3', 'P63241', 'Q9Y230', 'Q9BVA1', 'P49840', 'P67809', 'Q86X83', 'Q96G03', 'Q9BS26', 'P15121', 'Q8N5I3', 'P04844', 'Q92731', 'P41180', 'P09651', 'P02649', 'P19404', 'P04049', 'O00182', 'Q9BTM1', 'Q8N4W6', 'Q07812', 'P27348', 'Q9Y5Q9', 'P38936', 'P62753', 'Q96C01', 'O14639', 'Q15413', 'O14994', 'Q6PCT2', 'Q99497', 'O60678', 'A0AVI4', 'P35241', 'Q92914', 'P62136', 'Q6ISU1', 'P45880', 'Q8NFP9', 'Q9Y605', 'P22392', 'P42704', 'Q5BKZ1', 'Q9HBH0', 'Q9HD43', 'P55211', 'Q04917', 'Q9UP83', 'Q15051', 'Q86XL3', 'Q9H1Y0', 'P78344', 'Q15165', 'P50552', 'Q86YS7', 'Q15418', 'O43464', 'Q9H4L4', 'Q5T7N2', 'Q96CS2', 'Q12986', 'Q9H3R5', 'P49959', 'Q9H6E4', 'P60953', 'Q9H583', 'Q9Y613', 'Q15008', 'P51149', 'Q9Y6J9', 'Q13409', 'Q8WWY3', 'O14654', 'P14625', 'O43708', 'Q5T9L3', 'Q8TDN6', 'Q8N766', 'P63010', 'P19838', 'Q86VI3', 'P05556', 'P31942', 'P06576', 'Q9H9A5', 'Q9UJY5', 'O95661', 'P04843', 'Q96CF2', 'Q9NU22', 'Q58FF3', 'Q96AC1', 'Q7L5D6', 'P11802', 'P61247', 'O43172', 'Q9BYG3', 'Q13907', 'P55735', 'Q6PIW4', 'Q8TE68', 'Q9Y696', 'Q7KZF4', 'Q15910', 'P04629', 'Q13216', 'Q8IXB1', 'P57078', 'Q7Z4G1', 'Q9C026', 'Q8NBS9', 'Q9UHC7', 'P12694', 'P08195', 'P51784', 'P55210', 'P61981', 'O00422', 'Q9UBF6', 'Q7Z3B4', 'O14495', 'Q96CW1', 'Q1KMD3', 'O94855', 'Q6DKI1', 'O75955', 'Q13387', 'Q9BQA1', 'P35226', 'Q96S55', 'O00217', 'P12814', 'Q969V5', 'O00743', 'P34897', 'Q86U06', 'Q5BJD5', 'Q9H3Q1', 'P07919', 'Q8N668', 'Q9BUI4', 'Q14694', 'Q99956', 'P15735', 'Q86W92', 'Q15185', 'P00367', 'Q9BTW9', 'P57737', 'Q96AG4', 'Q7Z3U7', 'O43747', 'O75874', 'Q9NRC8', 'O95292', 'Q9NUW8', 'Q9NWS0', 'Q6P1J9', 'Q12800', 'P37173', 'Q9UKG1', 'Q02878', 'Q9UBB6', 'P33981', 'O60264', 'Q14669', 'P23396', 'Q9UBS4', 'Q9H0U3', 'P29218', 'Q9BWF3', 'Q13620', 'Q6P6C2', 'Q9Y4P8', 'P30518', 'Q8TEX9', 'Q8NFZ5', 'P24311', 'Q96AQ7', 'O43663', 'Q14498', 'Q15149', 'P37231', 'Q92922', 'P10276', 'P62258', 'P54920', 'Q14674', 'P10809', 'Q9UKB1', 'P08123', 'O94832', 'Q16587', 'O60271', 'Q9H2P0', 'O14874', 'P42166', 'Q8NCK7', 'P18433', 'P61964', 'P62714', 'P01106', 'Q68EM7', 'P30260', 'P43243', 'O14579', 'P50991', 'Q7LBC6', 'Q71UI9', 'Q9BPW8', 'Q9NRI5', 'P29992', 'Q9UBV2', 'Q9H6R4', 'Q8NFW8', 'Q9NZB2', 'P30566', 'Q92956', 'O60880', 'Q8NHP6', 'Q8IXT1', 'P20290', 'Q9UBB4', 'Q15669', 'Q9UQ16', 'P36776', 'P19447', 'Q15061', 'O95801', 'Q9UNS2', 'Q9Y6G9', 'P83731', 'Q9Y3D9', 'Q7Z7H8', 'Q14257', 'P35658', 'Q9NYK5', 'Q9Y3T9', 'Q9UK22', 'Q9NWW5', 'P30304', 'Q13576', 'Q6IQ23', 'P00403', 'P16949', 'Q8WZ73', 'Q14980', 'P40938', 'P01308', 'P84103', 'Q09472', 'Q9UJY4', 'Q15042', 'Q92538', 'Q9NYF8', 'P40855', 'P58107', 'P33527', 'Q99728', 'P02452', 'O60934', 'Q15654', 'O00170', 'Q13423', 'O00165', 'P02751', 'Q9H8T0', 'P60880', 'Q9H4A3', 'Q7Z7D3', 'Q8N144', 'P27361', 'P11712', 'Q9BV68', 'O00303', 'Q9Y3P9', 'Q9Y5B9', 'Q99832', 'Q9Y376', 'O14757', 'Q92797', 'O15438', 'Q08378', 'P62314', 'Q9H9H4', 'Q9NQY0', 'O14524', 'P30520', 'P60981', 'Q9P0L0', 'Q06136', 'P62195', 'Q86UK7', 'O75674', 'P21953', 'Q6UXN9', 'P49841', 'Q9H9E3', 'P30519', 'Q96EK5', 'O14773', 'Q9UHR4', 'O75340', 'Q96D46', 'P08709', 'P35268', 'P62829', 'Q8IYT4', 'O43422', 'Q8NHP8', 'Q8NCE2', 'P99999', 'Q8IU81', 'Q13137', 'Q9NRD1', 'P54725', 'Q15022', 'Q15788', 'Q9HC29', 'P22695', 'Q96Q42', 'Q9Y216', 'Q8IWZ3', 'Q92466', 'P40937', 'P31930', 'O94973', 'Q6ZTA4', 'Q66K14', 'Q8N6H7', 'O60493', 'Q9UBW8', 'Q9UMS4', 'P00450', 'P56556', 'Q9UH62', 'Q9UBQ7', 'Q9UBD9', 'Q13323', 'P12931', 'P20823', 'Q96LB3', 'P26368', 'O00468', 'Q13085', 'P13861', 'Q15058', 'Q9NX58', 'P28827', 'P37198', 'Q00587', 'Q9Y6D5', 'Q05519', 'Q16134', 'Q13425', 'Q5SNT2', 'P45954', 'Q12797', 'P49257', 'P19532', 'P13612', 'P13674', 'P35354', 'P29401', 'P02766', 'Q14194', 'P38606', 'O00212', 'Q99757', 'P51572', 'P17987', 'P36543', 'P35613', 'P49368', 'Q86VP1', 'Q9UJC3', 'P62888', 'Q05639', 'Q03468', 'Q9NP97', 'Q06124', 'Q9Y5S9', 'Q9Y333', 'P58872', 'P49321', 'Q92813', 'O94992', 'P11686', 'Q04695', 'Q8TCG1', 'P08574', 'P51970', 'Q9H4A5', 'Q08379', 'Q10567', 'Q96GD4', 'Q7Z5K2', 'P38432', 'Q92974', 'Q9BVL2', 'Q8TDD1', 'P51398', 'P46459', 'P07602', 'P42771', 'Q16795', 'Q96RN5', 'Q9H488', 'Q9Y276', 'O00221', 'O15457', 'Q92569', 'P00441', 'Q8TBZ3', 'Q9NRX1', 'Q16763', 'Q8IY34', 'P49821', 'Q96JG6', 'Q9Y3C5', 'Q16543', 'P61026', 'Q96KR1', 'P35221', 'P62280', 'P27797', 'Q9BYV2', 'P22830', 'O60763', 'Q9NPF4', 'P09110', 'P50583', 'Q9UQ35', 'O75815', 'Q09028', 'Q14129', 'Q49AN0', 'Q9UM54', 'Q7L2J0', 'P10176', 'P0DMV9', 'Q5SWA1', 'Q9Y4X5', 'O00750', 'P11177', 'P19474', 'Q14145', 'P55957', 'O60784', 'O95071', 'P16278', 'P26373', 'P46736', 'O15160', 'Q9BR76', 'O75477', 'P49792', 'Q96JN8', 'Q7KZI7', 'P08134', 'Q86UY6', 'O15264', 'Q92911', 'Q9NVI1', 'Q5TC82', 'P35611', 'O95278', 'Q6P996', 'O14519', 'P61106', 'Q9GZT3', 'O43399', 'P24278', 'P20929', 'O95819', 'O94760', 'P54687', 'Q15653', 'Q9UQL6', 'P09496', 'P49736', 'Q96SW2', 'P43699', 'P25025', 'Q9NRZ9', 'Q9NR77', 'Q27J81', 'O94844', 'P28482', 'Q9NXV6', 'P16615', 'Q15554', 'Q9BSJ2', 'Q9C0C2', 'P67870', 'P62241', 'P61962', 'O43852', 'Q13188', 'O43148', 'Q96KP4', 'P61923', 'P50995', 'Q14643', 'O75369', 'Q9C0E8', 'Q01844', 'P04792', 'Q14596', 'Q9H2M9', 'Q9NQW6', 'O00459', 'P49411', 'P50502', 'Q8WVM8', 'P08670', 'Q9UN86', 'O15399', 'Q02543', 'P83111', 'O43933', 'Q9BTV5', 'P56945', 'Q14061', 'Q8IY92', 'P06748', 'Q9H0W5', 'P05412', 'Q6ZTN6', 'Q13011', 'P42345', 'P43357', 'P57740', 'Q92560', 'Q9H4M7', 'Q5VIR6', 'Q92729', 'P62330', 'P17661', 'P58004', 'Q93034', 'Q9Y4R8', 'Q08209', 'Q9BYE2', 'Q6GPH4', 'P02790', 'P55769', 'Q71UM5', 'Q92530', 'Q969T9', 'P56385', 'P25788', 'Q9H6Z9', 'Q9Y5J3', 'F7VJQ1', 'Q00341', 'P68032', 'Q53T59', 'Q9Y6J8', 'Q96JA1', 'P16435', 'P62277', 'O75251', 'Q9Y5L0', 'Q9BUL8', 'Q9UFF9', 'P41240', 'P62851', 'O43615', 'Q9NPH2', 'Q6NUK1', 'Q13126', 'Q13586', 'Q86Y56', 'O94979', 'Q96F07', 'Q96M98', 'Q5T9A4', 'P09622', 'Q9NQC7', 'P08100', 'Q8TB96', 'Q9ULT8', 'Q00653', 'P52198', 'P30876', 'P15954', 'P42224', 'P19793', 'Q5JTH9', 'P09327', 'O15144', 'O15027', 'Q7KZ85', 'O00115', 'Q5TFE4', 'P51649', 'O75351', 'Q96GD0', 'Q92878', 'Q13131', 'P02647', 'O75147', 'Q05513', 'A0AVF1', 'Q12789', 'Q8IXL6', 'Q53EL6', 'Q6ZNL6', 'Q9H8G2', 'Q99504', 'Q5UIP0', 'P62745', 'P08758', 'P28331', 'P40227', 'Q8TDY2', 'Q15293', 'Q9H867', 'Q96CT7', 'Q13232', 'Q9P0J0', 'O14925', 'Q9ULV4', 'P48509', 'Q15004', 'P35228', 'P07237', 'Q86YJ7', 'P14867', 'O43572', 'Q6XPS3', 'Q6PJG6', 'O94761', 'Q4KMP7', 'O15055', 'O60356', 'O43251', 'P11387', 'Q8N3U4', 'Q96N67', 'P21964', 'Q9P2E9', 'P11279', 'P47914', 'O14617', 'Q9H6D7', 'O95336', 'Q9Y2T2', 'P01730', 'Q9UKC9', 'Q14573', 'Q9UBS3', 'P35222', 'P61604', 'P51955', 'Q68CZ2', 'P14618', 'Q9BXW9', 'P18583', 'Q9UBU8', 'Q7Z460', 'O95376', 'O75396', 'Q9Y676', 'Q13813', 'P50570', 'O43660', 'P06132', 'P50748', 'P49756', 'P61163', 'P35637', 'Q96AG3', 'Q6P2Q9', 'Q8WYA6', 'Q676U5', 'Q9UPN9', 'P54619', 'Q96GF1', 'P56180', 'P07355', 'Q99933', 'P06493', 'Q03252', 'O75146', 'Q14240', 'Q9BQE3', 'Q9H7H0', 'P30101', 'P30419', 'Q9Y3B3', 'Q8WXF1', 'Q9HCN8', 'P47756']"
2,Q13153,"['Q14155', 'P63000', 'Q15052', 'P60953', 'O43639', 'P16333', 'Q9Y2X7', 'Q9H4E5', 'Q14161', 'Q13177', 'Q9NVF7', 'P04049', 'P53667', 'Q13153', 'P63167', 'P49023', 'P00533', 'Q7L0Q8', 'Q14160', 'P31749', 'O14964', 'P35240', 'P21127', 'Q8N5S1', 'P02675', 'P11142', 'O60711', 'P61981', 'P05362', 'P59536', 'P48431', 'Q9BTV5', 'Q8NGT1', 'P03372', 'P07437', 'Q7Z333', 'P31689', 'Q9NWT1', 'Q14558', 'P68363', 'P11908', 'O15143', 'P51813', 'Q15365', 'Q92974', 'P60763', 'P17081', 'Q00535', 'P21333', 'O94875', 'P36897', 'P19174', 'Q9P2A4', 'Q9UQ88', 'Q9UQB8', 'P04626', 'P0DMV9', 'P16104', 'P08574', 'Q53GQ0', 'Q92504', 'Q9Y230', 'P06396', 'O95071', 'P12236', 'P08195', 'Q9ULC5', 'Q71U36', 'Q92616', 'P48741', 'P12235', 'O15427', 'Q96HS1', 'Q96B97', 'P40616', 'P60891', 'P10620', 'Q9ULZ3', 'Q3ZCM7', 'Q12797', 'P07602', 'Q9H936', 'Q6PEY2', 'P30876', 'Q02978', 'Q96T76', 'O14980', 'P68371', 'Q9BXW9', 'O60884', 'P05141', 'Q02952', 'Q9BUF5', 'Q99536', 'Q9P0J1', 'Q16531', 'Q9UHB6', 'Q9BVA1', 'O60762', 'Q9NX61', 'Q16643', 'P50416', 'Q9BPX5', 'P53007', 'P04792', 'A8MV81', 'Q9Y6Y0', 'Q9BQE3', 'O60256', 'Q9NZ01', 'Q13573', 'Q9Y265', 'P57088', 'Q9BRS2', 'P27708', 'P30613', 'Q01650', 'Q14257', 'Q9Y241', 'P17066', 'O95831', 'P62993', 'Q8TDC3', 'P62258', 'P37173', 'Q92963', 'P63208', 'Q15746', 'O60504', 'Q14247', 'P41182', 'Q92934', 'O95747', 'P62861', 'P36871', 'P62263', 'Q14164', 'Q9H7D7', 'P54652', 'P14136', 'P15153', 'Q99426', 'Q03052', 'P38646', 'O75044', 'P62750', 'Q9H1Y0', 'Q15599', 'Q9UHD1', 'P62873', 'Q99729', 'Q13705', 'P62701', 'Q8IWR0', 'O14907', 'P62829', 'P48729', 'Q13243', 'Q8TD19', 'P62899', 'P16415', 'Q96L33', 'P16403', 'P15735', 'Q01130', 'Q99592', 'P61513', 'P0DPH7', 'Q9NPC7', 'P31152', 'P10412', 'P07948', 'P46776', 'P63104', 'P07900', 'P46734', 'O14654', 'Q9Y463', 'Q8N488', 'O15258', 'Q9BVS4', 'P62424', 'Q9H0C8', 'P62851', 'Q8TF45', 'Q9H4M7', 'Q96FJ2', 'P62266', 'Q06203', 'P51522', 'Q8WY41', 'Q38SD2', 'P62269', 'Q16539', 'P81605', 'Q99828', 'P52565', 'P14373', 'P56524', 'P42766', 'Q04206', 'P08708', 'P21980', 'P60228', 'Q6TCH7', 'P62280', 'Q9Y6F1']"
