,Interactor A,Interactor B
0,P04637,"['O95197', 'Q03164', 'Q9HCB6', 'Q16740', 'O60566', 'Q15726', 'Q10589', 'P15382', 'P13693', 'Q92804', 'O75970', 'Q9Y6K1', 'Q6P1M3', 'P22234', 'Q9H4L7', 'O00273', 'P98177', 'Q96AE4', 'Q13635', 'Q96PU8', 'Q13469', 'P28482', 'P83731', 'P49913', 'P02511', 'P08581', 'P18564', 'Q9H4H8', 'Q14444', 'P42658', 'Q15583', 'P24864', 'Q01831', 'Q17RS7', 'Q96PY5', 'P49748', 'P09237', 'P29317', 'O43318', 'Q8NER1', 'P15056', 'Q15637', 'Q13029', 'Q9Y696', 'Q16667', 'P35222', 'P55285', 'P42226', 'Q7RTN6', 'O15234', 'P55072', 'Q96FI4', 'P60604', 'Q14691', 'P26599', 'P53778', 'Q92540', 'P07199', 'P01732', 'P61956', 'O95405', 'Q8IYB8', 'Q16576', 'P34741', 'P23771', 'P13569', 'P20340', 'Q8IZD2', 'P10721', 'O60885', 'P46108', 'O14672', 'Q96F81', 'P30038', 'O75807', 'P78330', 'Q14449', 'P02545', 'Q9NYV4', 'P15516', 'Q9BV68', 'P19793', 'P20810', 'P49023', 'P09651', 'Q15631', 'Q16143', 'P20823', 'P80192', 'P20807', 'P60880', 'Q16821', 'Q86WX3', 'P14921', 'O15350', 'P14061', 'Q9HAU5', 'P23443', 'P58004', 'Q96AY2', 'P07196', 'Q676U5', 'P46531', 'O43474', 'Q96GD4', 'P11171', 'Q6P4R8', 'P54577', 'P04908', 'P52799', 'Q6ZMT4', 'P49757', 'P53999', 'Q15059', 'P35219', 'P04083', 'Q9H832', 'P07948', 'P19634', 'P11233', 'Q96FQ6', 'P31431', 'Q9HC35', 'Q07889', 'O75506', 'P49768', 'P01215', 'Q05397', 'P49366', 'P11021', 'O14519', 'P48788', 'Q96RI1', 'Q8NBP7', 'Q9UBB5', 'P26196', 'O15273', 'O96013', 'P30260', 'P21397', 'P16035', 'Q16236', 'Q14653', 'Q15642', 'P02549', 'Q06787', 'P00734', 'P04004', 'Q03519', 'Q02078', 'Q14457', 'P27635', 'Q9Y6Q9', 'P30291', 'Q13415', 'Q07157', 'P35790', 'Q92731', 'O00585', 'O95997', 'P50750', 'P30531', 'P20849', 'P41567', 'Q07666', 'P54578', 'Q9Y653', 'Q4LE39', 'Q8N488', 'P98170', 'P05114', 'O43663', 'Q9H0E2', 'Q6GQQ9', 'P07237', 'P42574', 'P51671', 'O00299', 'Q8WVM7', 'Q01094', 'O75533', 'P24588', 'P49758', 'Q96E09', 'P55265', 'Q9NR00', 'Q9NZ94', 'P38919', 'Q96PU5', 'P54132', 'P52564', 'Q53GG5', 'Q12972', 'P42858', 'P01266', 'P08263', 'P53355', 'P08476', 'P13861', 'Q7Z3C6', 'Q9UMS4', 'P30519', 'Q9NQC7', 'Q9UQ13', 'Q01101', 'Q9UKV8', 'Q9Y6G9', 'Q15109', 'P16860', 'Q9UBP0', 'P55210', 'P41743', 'P43026', 'O95400', 'P01009', 'Q07817', 'P80303', 'Q9NP98', 'P49902', 'Q658P3', 'P22626', 'Q9NX55', 'Q8IY63', 'Q9Y5B0', 'Q99623', 'Q9BS26', 'O60829', 'Q08188', 'P43403', 'P52597', 'Q15582', 'P04275', 'P45973', 'Q06609', 'Q09161', 'P05386', 'P05556', 'P30273', 'P11912', 'O14713', 'O95147', 'P63027', 'P40763', 'Q8NC51', 'O95149', 'Q14258', 'Q969R2', 'P01730', 'Q14181', 'Q8IVH8', 'P16471', 'P23588', 'Q9BYG3', 'Q9NR61', 'P25054', 'P21580', 'O00268', 'P0DMM9', 'Q9GZU1', 'P62318', 'O95155', 'O14776', 'P63098', 'P02760', 'Q08209', 'Q2KHT3', 'Q5VZK9', 'P17931', 'Q6P5W5', 'P53816', 'P11940', 'Q92945', 'P35052', 'Q99801', 'Q8WYP5', 'P00736', 'Q5FWF5', 'O60888', 'P18065', 'P55011', 'P06400', 'O60502', 'P13674', 'P16278', 'Q92743', 'Q96E14', 'Q15046', 'Q03518', 'O60701', 'P02671', 'Q9NPF0', 'Q16620', 'P01100', 'P10275', 'Q8N5Y2', 'P31751', 'P17480', 'P15848', 'Q9HCJ0', 'Q5U651', 'P50579', 'Q14978', 'O15431', 'P36955', 'P05452', 'P63000', 'Q86Y38', 'P09693', 'O95630', 'Q9Y4D1', 'P04035', 'Q9HBA0', 'P00533', 'Q8IYW5', 'P06730', 'P40818', 'Q9C000', 'Q6FI81', 'Q9UER7', 'P84022', 'P05121', 'P40939', 'Q96SD1', 'Q96RK4', 'P27469', 'P61073', 'Q8NG31', 'P27361', 'P62805', 'P49789', 'P02533', 'Q8NEB9', 'Q9NQI0', 'Q9BQ15', 'Q8N6T7', 'P06702', 'Q9NV23', 'Q12962', 'P22033', 'O60880', 'P02730', 'Q96ST2', 'P04626', 'P40855', 'P06239', 'Q14118', 'P52732', 'P83110', 'P01116', 'Q13177', 'P54725', 'P28300', 'P35813', 'P05067', 'Q14061', 'P49915', 'Q8TEQ6', 'Q8WZ42', 'Q07820', 'P78560', 'P52926', 'P04198', 'Q9UK55', 'Q9UBK8', 'Q13153', 'Q96F86', 'P03372', 'P01106', 'Q58F21', 'P09429', 'Q9BZV1', 'Q9Y6X9', 'Q92793', 'P07355', 'Q7KZF4', 'P05231', 'P17096', 'P51608', 'O60356', 'Q9BXJ9', 'P53779', 'Q9UJX5', 'O14977', 'P14653', 'Q92847', 'P00439', 'P36888', 'Q06141', 'Q6V1X1', 'Q9GZZ9', 'Q86UX7', 'Q96RS0', 'P51449', 'Q15717', 'Q07812', 'P19827', 'P10912', 'Q96B02', 'P07902', 'Q99714', 'P29083', 'P30566', 'Q6ZNA4', 'P51946', 'P15311', 'Q9Y4P1', 'Q9BYF1', 'Q13501', 'Q9UQ35', 'P35568', 'Q9UJX2', 'P13010', 'P51513', 'Q99986', 'Q7KZI7', 'P54252', 'O14727', 'O94885', 'P15927', 'Q92499', 'P50402', 'O60260', 'Q08050', 'P49802', 'Q9NRY2', 'Q15797', 'Q5T1C6', 'Q9UKY0', 'O75496', 'P29274', 'O95278', 'Q8TEP8', 'P78362', 'P24928', 'P11473', 'Q96GC6', 'Q01081', 'P55197', 'P49005', 'Q8N300', 'P84243', 'P10415', 'P68363', 'A4D126', 'O94907', 'P08621', 'O95071', 'Q12983', 'P05546', 'Q9UKX7', 'O14686', 'Q92837', 'P55211', 'Q9H3M7', 'Q16630', 'Q9UBU7', 'P63104', 'Q9BSY4', 'Q04656', 'O00204', 'Q9Y239', 'P06748', 'Q8WUP2', 'P47897', 'Q9NQS7', 'Q9UM07', 'P18827', 'Q02363', 'P78352', 'Q9UGL1', 'Q9H2Y7', 'P01127', 'Q9Y6K9', 'Q96EQ8', 'P26447', 'P22059', 'P47813', 'Q12905', 'Q99250', 'Q13547', 'Q13740', 'P18075', 'P46379', 'P51788', 'Q9NR28', 'Q9UHK0', 'P20061', 'P36952', 'P52630', 'P41236', 'Q9H0W8', 'Q96QZ7', 'O96018', 'P62877', 'P35638', 'Q13188', 'Q9UKT4', 'Q01968', 'Q04206', 'O75928', 'Q92800', 'P28472', 'P55036', 'O14775', 'Q9HAN9', 'Q12778', 'Q9UKK9', 'P21815', 'P61587', 'P56524', 'P43351', 'P08514', 'P53420', 'P23025', 'Q9Y4B6', 'O95433', 'Q9BRZ2', 'P05387', 'P05451', 'P04150', 'A6NF83', 'Q9BUL9', 'Q00653', 'P78563', 'O95470', 'P63165', 'P17677', 'P08253', 'P36776', 'Q96MS0', 'Q9H5I1', 'P17405', 'Q8IWJ2', 'P28325', 'P33763', 'O94986', 'Q92574', 'P12931', 'Q9NUM4', 'P08294', 'O95822', 'P11686', 'Q92854', 'O00214', 'O94925', 'Q96T21', 'P01130', 'Q13043', 'O15294', 'Q9BQB4', 'Q9NRI5', 'Q96DE5', 'Q96AC1', 'P04554', 'Q9H981', 'Q9NVS9', 'O60568', 'Q9BUH6', 'Q9BSQ5', 'P0DJI8', 'P55042', 'Q9Y6C2', 'Q8TEA8', 'P00742', 'P36894', 'O60232', 'P31153', 'P15941', 'Q13480', 'Q9UJY5', 'O60741', 'P23677', 'Q8N5H7', 'Q8IW75', 'P36871', 'P00749', 'P50148', 'O43313', 'P30793', 'P05455', 'Q29983', 'Q9Y3M2', 'O14733', 'Q92871', 'P0DP23', 'P42768', 'Q9UJX6', 'Q6PI48', 'Q9C0C7', 'Q9UPY3', 'P00740', 'P35611', 'Q9BVI0', 'Q13426', 'P18507', 'Q8IYT8', 'Q9NR48', 'P60896', 'Q03692', 'Q16595', 'P19957', 'Q9BXW4', 'Q9Y4K0', 'Q12888', 'P01137', 'P47710', 'P21675', 'O96019', 'Q10567', 'Q8N1G2', 'P30281', 'P21583', 'P11309', 'P09919', 'Q92558', 'P43629', 'P37837', 'Q07912', 'O14745', 'Q92608', 'Q9UJX4', 'P42224', 'Q8N5K1', 'P40692', 'Q7L2J0', 'Q9HAV4', 'P78504', 'Q15013', 'P52272', 'Q99453', 'Q9Y5S1', 'O95696', 'Q9H900', 'O43236', 'Q02297', 'P54274', 'Q8IW19', 'P25024', 'Q96IZ0', 'P83916', 'P63241', 'P15391', 'Q9ULK4', 'P80723', 'Q14565', 'P31327', 'Q9UHD9', 'Q99967', 'Q99075', 'P32004', 'Q9Y6H6', 'P52948', 'P42166', 'P49918', 'Q99598', 'P01112', 'Q9UKL0', 'P37173', 'Q49AN0', 'Q9Y2Z0', 'Q15326', 'P62328', 'Q14019', 'Q14995', 'P43034', 'P55145', 'P05107', 'Q92900', 'Q9HD26', 'Q00266', 'P20591', 'P51587', 'Q9BUR4', 'P21333', 'P05019', 'P02686', 'O00499', 'Q13541', 'Q93009', 'O43521', 'P07305', 'P52298', 'Q9UHB7', 'Q16647', 'P06899', 'Q9UIW2', 'Q16222', 'O43464', 'P53350', 'Q15276', 'Q14194', 'P0DN86', 'Q9UII6', 'Q9BTT0', 'Q8N4Q1', 'P39748', 'O75223', 'Q16629', 'Q8NET8', 'Q13485', 'P40337', 'Q14318', 'P55263', 'O15169', 'Q9NRR4', 'Q9NP70', 'Q9Y6D6', 'P29536', 'P45379', 'Q9Y3D6', 'P01023', 'P00492', 'P00519', 'P47992', 'Q92597', 'O00410', 'O96017', 'P55957', 'Q96CV9', 'Q9NT62', 'Q9UIF9', 'P18615', 'Q9H3P2', 'O00584', 'Q9Y296', 'P81605', 'P10451', 'Q14849', 'Q13625', 'P11926', 'P56696', 'O14936', 'Q86YV5', 'P00488', 'Q9NX46', 'Q16790', 'O14965', 'Q14493', 'Q13542', 'Q16625', 'P55789', 'O95831', 'Q9UQ80', 'P08235', 'P15309', 'Q9Y5C1', 'Q09472', 'Q14191', 'Q15596', 'Q13351', 'P00441', 'P15374', 'Q13526', 'P21246', 'P29590', 'Q15691', 'Q92905', 'Q9H211', 'Q9Y3E7', 'Q8IUQ4', 'Q13573', 'Q9BYC5', 'O14974', 'Q96PM5', 'Q9Y261', 'O43747', 'Q9UNL4', 'O75962', 'P13647', 'Q96RJ3', 'P11387', 'P37231', 'P27986', 'Q13568', 'Q9Y5S9', 'O15550', 'Q9UPR3', 'O75817', 'P49419', 'O15392', 'Q9UQC2', 'P09327', 'P41227', 'P02649', 'P21579', 'P0DMV9', 'Q86UE8', 'P02647', 'O60927', 'O43172', 'O95429', 'Q9BRT9', 'P46937', 'P42898', 'O00571', 'Q9UBE0', 'P13797', 'P55735', 'P52848', 'P06734', 'Q5SQI0', 'O60486', 'P06756', 'P02788', 'P30307', 'Q15796', 'P08631', 'P30542', 'Q15185', 'P02774', 'Q15843', 'Q13316', 'P14678', 'P49841', 'P20963', 'Q96H20', 'P56211', 'Q8WUG5', 'P23280', 'Q9UN86', 'Q8N884', 'O43516', 'Q13162', 'Q5T848', 'P40259', 'Q96T58', 'Q07955', 'P49327', 'Q15004', 'Q9BX66', 'P28827', 'P41208', 'Q8WVQ1', 'P17947', 'P11166', 'P12956', 'Q9BPU6', 'P78356', 'P42568', 'P28749', 'O75056', 'P06401', 'P08047', 'P27797', 'Q9UBT3', 'P10071', 'Q16611', 'P50616', 'P98066', 'P36578', 'O95718', 'P29372', 'P01034', 'Q6P3W2', 'P25963', 'Q969F2', 'Q15910', 'P01160', 'O95391', 'Q8TEK3', 'Q13617', 'Q9NQB0', 'P35637', 'Q2TAZ0', 'P50553', 'P07814', 'O15391', 'P06454', 'P10997', 'P60484', 'P12272', 'Q9H816', 'P35520', 'P29375', 'Q96GX5', 'O43791', 'Q16543', 'Q9NQA5', 'Q9HC77', 'O43715', 'P27694', 'P49736', 'Q96NW4', 'P08670', 'Q9UDY8', 'P01019', 'P26368', 'Q06710', 'A5YKK6', 'Q9NXV2', 'Q9BRX5', 'P62826', 'O00522', 'O60508', 'Q9UJX3', 'P03956', 'Q13042', 'P16070', 'Q13224', 'O00308', 'Q8WV28', 'Q13464', 'P19429', 'O14746', 'P11274', 'Q13563', 'Q02413', 'P51965', 'Q8NI22', 'P52179', 'Q9Y6I3', 'P04637', 'O75475', 'P35869', 'O00411', 'Q96GU1', 'Q96C36', 'P19525', 'Q13363', 'Q5D1E8', 'Q9H8Y8', 'P27695', 'P28698', 'P20592', 'Q07866', 'Q13627', 'P08572', 'Q9UBU9', 'O76070', 'Q13164', 'P01042', 'Q15542', 'Q96EP1', 'Q13137', 'P35916', 'P49427', 'P43250', 'P38398', 'Q9UM11', 'P46527', 'O75469', 'P04271', 'O75683', 'P16050', 'P49765', 'Q15233', 'P61244', 'P28324', 'Q16665', 'Q05193', 'P54687', 'P14635', 'P56962', 'Q9BPZ7', 'P07766', 'P14598', 'P04183', 'Q02548', 'Q02388', 'Q92785', 'P48443', 'O00548', 'Q9HD36', 'P37268', 'Q92973', 'P62330', 'P16220', 'P38936', 'P35269', 'Q13569', 'O60239', 'P04234', 'Q2M1P5', 'Q9UBK2', 'Q96T88', 'Q8IU57', 'P24385', 'P50542', 'O94829', 'P51617', 'P40205', 'Q8IYB3', 'Q9UNA0', 'Q9NRN7', 'P07550', 'P61925', 'O75936', 'P27708', 'Q9BUQ8', 'Q96RD7', 'Q16186', 'Q9NQX3', 'Q92886', 'Q09428', 'P16333', 'O95835', 'P15498', 'Q99523', 'Q7RTP6', 'Q86WV6', 'P25490', 'P60006', 'O43312', 'O95292', 'O00189', 'P09038', 'P49848', 'P49790', 'P51825', 'Q15418', 'Q14011', 'O14558', 'O00418', 'P45985', 'Q00534', 'Q9NZD4', 'Q9H1A4', 'Q13148', 'O14810', 'Q9UMX1', 'Q9Y613', 'O76074', 'Q8IVG9', 'Q68DK7', 'Q6VMQ6', 'P16442', 'P31749', 'Q99835', 'Q9NZC2', 'Q9UKT5', 'P60709', 'P04049', 'Q8TDY2', 'P04818', 'P81274', 'P04156', 'P49257', 'Q9NYB9', 'P37840', 'Q6R327', 'Q00987', 'P24522', 'Q04637', 'O96028', 'Q15382', 'Q9NXG6', 'Q13838', 'Q12834', 'Q96B97', 'O60934', 'O43665', 'Q9UL18', 'Q9NPI8', 'Q13451', 'Q99958', 'Q9UBT2', 'O15151', 'P09012', 'Q9Y2M5', 'P35680', 'P17181', 'Q9UJY1', 'O75151', 'Q8N5F7', 'P54368', 'O15054', 'P14859', 'O95644', 'Q9BY41', 'Q14766', 'O60825', 'Q9UPP1', 'P01111', 'P42345', 'O14497', 'Q01970', 'Q13586', 'P05106', 'Q13131', 'P07900', 'Q8IXJ6', 'Q15831', 'Q9Y4K3', 'P09601', 'P42338', 'Q13315', 'Q9UBN7', 'P10909', 'Q14694', 'P62820', 'P05109', 'P11142', 'P16144', 'Q9H1Y0', 'Q9Y2R2', 'P50570', 'P54646', 'P14416', 'Q13049', 'Q9HCE7', 'Q9UHD2', 'Q02556', 'Q9H492', 'P17861', 'O95352', 'Q9GZQ8', 'Q92995', 'Q99497', 'O43353', 'Q9ULC3', 'P61006', 'P51149', 'P20073', 'Q9BXM7', 'P07339', 'Q9C035', 'O75385', 'P61019', 'Q16666', 'Q9H0U4', 'Q969S8', 'Q9HC29', 'P43235', 'Q9P2Y5', 'P12109', 'Q86YS6', 'P13473', 'O95140', 'Q70CQ3', 'O00750', 'Q14964', 'Q9Y371', 'Q9H0R8', 'Q5W041', 'P60520', 'O94817', 'P05198', 'Q8NEM7', 'O95166', 'Q6ZNE5', 'Q9UMX0', 'Q99570', 'Q99816', 'Q9P1W9', 'Q96A56', 'P78539', 'Q00610', 'P19484', 'Q9HD42', 'A8MW95', 'Q9NSV4', 'P49795', 'Q96GC9', 'P55061', 'Q562E7', 'Q13488', 'Q96CF2', 'O75143', 'Q9NVJ2', 'Q9H444', 'Q9NQ88', 'Q9UKA2', 'Q8TF45', 'Q8NAA4', 'O14925', 'Q8N726', 'P48426', 'Q9BSB4', 'Q96S15', 'Q8NEZ2', 'A1A4Y4', 'Q9NZZ3', 'Q66K74', 'Q7LBR1', 'Q9H4P4', 'Q9HA65', 'Q9P2M4', 'Q96BY2', 'Q9UIB8', 'Q9UQN3', 'Q9H8M9', 'Q86Y82', 'Q9NRR5', 'Q9Y4P8', 'O14964', 'O43633', 'O75351', 'Q9BV40', 'Q9BRR0', 'Q9HCE0', 'Q9UN37', 'P07911', 'Q6PHR2', 'Q96DT6', 'Q96FZ7', 'Q9UNZ2', 'Q15751', 'Q96AX1', 'Q9UK41', 'Q674R7', 'P42704', 'Q8IXH6', 'O95295', 'P54257', 'Q96BY7', 'Q9BT88', 'Q9UNH6', 'O95721', 'Q9H6L5', 'Q14596', 'Q86TL0', 'Q5MNZ9', 'Q9H9H4', 'Q13286', 'Q9HBF4', 'Q9Y3I1', 'Q9P253', 'A5D8V6', 'Q86XT2', 'Q96HS1', 'O75886', 'Q92622', 'Q68DK2', 'Q8IZQ1', 'Q8WYN0', 'O60784', 'Q86VP1', 'Q5T0N5', 'P54802', 'Q9H269', 'Q9Y4G2', 'O75629', 'Q96HY6', 'O15321', 'Q6ZS81', 'Q13496', 'O75323', 'Q96LT7', 'Q8N682', 'Q9BXK5', 'Q86VP3', 'Q86WG5', 'Q9H270', 'Q96A37', 'P10253', 'Q96JC1', 'Q8IVP5', 'P61960', 'Q96NL1', 'Q9UNA1', 'Q9HAD4', 'Q9BPW8', 'Q9BXS4', 'Q9H714', 'Q8TEV9', 'Q8N485', 'P53365', 'P04062', 'Q96RL7', 'Q9H0Y0', 'Q8IVB5', 'Q9BV81', 'Q96N19', 'Q9NTK1', 'Q6UWE0', 'O60478', 'Q9BWH2', 'Q96GF1', 'O94874', 'A6NC51', 'Q5BJD5', 'Q6IQ22', 'Q8N0X7', 'O43299', 'Q6UX65', 'Q5VVQ6', 'Q9Y3C8', 'Q96F24', 'Q9NV64', 'O14681', 'P28328', 'Q9H6U6', 'Q96CP6', 'Q8NCE2', 'Q9BY60', 'Q9Y263', 'Q9UEU0', 'Q9BTX3', 'Q9H6K1', 'Q8TC71', 'Q63HN8', 'Q9H2M9', 'P68543', 'Q9NP79', 'Q6VVB1', 'Q6UXG2', 'Q96N06', 'Q9Y6I9', 'Q8NC44']"
1,O95197,"['P04637', 'P42345', 'P27361', 'P10415', 'P12931', 'P09429', 'P00519', 'Q14457', 'P07900', 'P07948', 'P09601', 'P06702', 'P10909', 'P62820', 'P11142', 'Q9H1Y0', 'P50570', 'Q9UHD2', 'Q9H492', 'P17861', 'Q9GZQ8', 'Q92995', 'P51149', 'P07339', 'Q9C035', 'Q86WV6', 'Q9H0U4', 'Q9P2Y5', 'P13473', 'Q8TDY2', 'O15118', 'Q9H0R8', 'P49768', 'P60520', 'O94817', 'P05198', 'O95166', 'Q9UMX0', 'P19484', 'Q9HD42', 'P55061', 'Q13488', 'Q9GZZ9', 'Q7LBR1', 'Q86Y82', 'O75351', 'Q9HCE0', 'Q9UN37', 'O00189', 'Q9UNH6', 'Q9H6L5', 'Q9P253', 'Q92622', 'O60784', 'Q9H269', 'Q96HY6', 'O15321', 'Q6ZS81', 'O75323', 'Q9H270', 'P61960', 'Q9BPW8', 'Q9BXS4', 'Q96RL7', 'Q9BZV1', 'O94874', 'Q9Y3C8', 'P28328', 'Q9BY60', 'Q9BTX3', 'Q9Y6I9', 'Q8NC44', 'Q86VR2']"
2,Q03164,"['P04637', 'P10415', 'P07900', 'Q14694', 'P55072', 'O15294', 'Q9H0U4', 'Q969S8', 'Q9NYB9', 'Q13496', 'Q86WG5', 'Q9UNA1', 'Q13615', 'Q96H20', 'Q8NCE2']"
3,Q9HCB6,"['P04637', 'P42345', 'P27361', 'P10415', 'P12931', 'P09429', 'Q14457', 'P07948', 'Q15831', 'Q9Y4K3', 'P09601', 'P42338', 'P08476', 'O60260', 'P06702', 'P10909', 'Q14694', 'P05109', 'P14416', 'P0DP23', 'Q02556', 'Q9C035', 'P43235', 'Q86YS6', 'P49768', 'Q9UMX0', 'Q96A56', 'Q13488', 'Q9UHD9', 'Q9BXS4', 'Q63HN8', 'O15040']"
4,Q16740,"['P04637', 'P42345', 'P00519', 'Q14457', 'Q13131', 'Q9Y4K3', 'Q13315', 'Q13501', 'O60260', 'P62820', 'P11142', 'P14416', 'P55072', 'Q9UHD2', 'Q9H492', 'Q9GZQ8', 'Q99497', 'P61006', 'P51149', 'Q9BXM7', 'Q99623', 'P13473', 'O95140', 'Q70CQ3', 'Q9Y371', 'Q6ZNE5', 'Q96CV9', 'Q7Z3C6', 'O14925', 'Q7KZI7', 'A1A4Y4', 'Q9H4P4', 'Q9HA65', 'P56962', 'Q9UNZ2', 'Q9H0E2', 'Q9Y3I1', 'Q13137', 'Q96HS1', 'O75323', 'Q2KHT3', 'Q9BPW8', 'P49754', 'Q96GF1', 'Q8TC71']"
5,O60566,"['P04637', 'P42345', 'P27361', 'P10415', 'P12931', 'P09429', 'P00519', 'Q14457', 'Q13131', 'P07900', 'Q8IXJ6', 'P07948', 'Q15831', 'Q9Y4K3', 'P09601', 'P42338', 'Q13315', 'P08476', 'Q9UBN7', 'O60260', 'P06702', 'P10909', 'Q14694', 'P62820', 'P05109', 'P16144', 'Q9H1Y0', 'P50570', 'P14416', 'P0DP23', 'Q9HCE7', 'Q9UHD2', 'Q02556', 'P17861', 'Q9GZQ8', 'Q99497', 'O43353', 'Q9ULC3', 'P20073', 'Q9BXM7', 'P07339', 'Q9C035', 'O75385', 'Q86WV6', 'P61019', 'O15294', 'Q9H0U4', 'P43235', 'Q676U5', 'P12109', 'Q86YS6', 'Q9Y371', 'Q12983', 'Q99816', 'Q96CV9', 'Q96A56', 'Q00610', 'Q9HD42', 'Q9NSV4', 'Q13488', 'Q96CF2', 'Q7Z3C6', 'Q8WUM4', 'Q8N726', 'Q8NEZ2', 'Q96BY2', 'Q9H8M9', 'Q9C0C7', 'Q674R7', 'Q96BY7', 'Q9H6L5', 'Q86TL0', 'Q8NCE2']"
6,Q15726,"['P04637', 'P42345', 'P27361', 'P10415', 'P12931', 'P09429', 'P00519', 'Q14457', 'Q13131', 'P07900', 'Q15831', 'Q9Y4K3', 'P09601', 'P42338', 'Q13501', 'P08476', 'Q9UBN7', 'O60260', 'P06702', 'P10909', 'Q14694', 'P05109', 'P16144', 'Q9H1Y0', 'P50570', 'P54646', 'P14416', 'P55072', 'Q9UHD2', 'Q9H492', 'P17861', 'Q9GZQ8', 'Q99497', 'O43353', 'Q9ULC3', 'P51149', 'P20073', 'Q9BXM7', 'P07339', 'O75385', 'Q86WV6', 'P61019', 'Q16666', 'Q969S8', 'P43235', 'Q676U5', 'P12109', 'Q99623', 'O95140', 'Q8TDY2', 'Q9Y239', 'Q9Y371', 'O00214', 'O94817', 'P05198', 'O95166', 'Q6ZNE5', 'Q99816', 'Q96A56', 'Q9HD42', 'Q96GC9', 'P55061', 'Q13488', 'Q96CF2', 'Q7Z3C6', 'Q8NEZ2', 'Q9UHD9', 'Q9H4P4', 'Q96BY2', 'Q9H8M9', 'Q9C0C7', 'O14964', 'O75351', 'Q9BRR0', 'Q96DT6', 'Q9H0E2', 'Q9H6L5', 'Q9Y3I1', 'Q86VP1', 'Q96HY6', 'Q9UNA1', 'Q9H714', 'Q9NTK1', 'A6NC51', 'Q8N0X7', 'Q9H2M9']"
7,Q10589,"['P04637', 'P42345', 'P27361', 'P10415', 'P12931', 'P09429', 'Q14457', 'Q13131', 'P07900', 'Q8IXJ6', 'P07948', 'Q15831', 'Q9Y4K3', 'P09601', 'P42338', 'Q13501', 'P08476', 'Q9UBN7', 'O60260', 'P06702', 'P10909', 'Q14694', 'P62820', 'P05109', 'P16144', 'Q9H1Y0', 'Q8NEB9', 'Q9Y2R2', 'P50570', 'P54646', 'Q13049', 'Q9HCE7', 'P55072', 'Q9UHD2', 'Q02556', 'Q9H492', 'P17861', 'O95352', 'Q9GZQ8', 'Q92995', 'Q99497', 'P51149', 'Q9BXM7', 'P07339', 'Q9C035', 'O75385', 'Q86WV6', 'P61019', 'Q9HC29', 'P43235', 'Q676U5', 'Q9P2Y5', 'P12109', 'O95140', 'Q8TDY2', 'Q9Y371', 'O00214', 'Q9H0R8', 'P60520', 'O94817', 'P05198', 'Q12983', 'O95166', 'Q6ZNE5', 'Q9UMX0', 'Q99570', 'Q99816', 'Q00610', 'A8MW95', 'Q96GC9', 'Q562E7', 'Q8N5K1', 'Q9BXW4', 'Q96CF2', 'O75143', 'Q9H444', 'Q7Z3C6', 'Q8WUM4', 'Q9BSB4', 'Q8NEZ2', 'Q9UHD9', 'Q9NT62', 'Q9H8M9', 'Q9Y4P8', 'Q9C0C7', 'O14964', 'O75351', 'Q9UN37', 'Q9NYB9', 'Q9Y4P1', 'Q96DT6', 'Q96AX1', 'Q9UK41', 'Q9BY43', 'Q674R7', 'P42704', 'O95295', 'Q96BY7', 'Q5MNZ9', 'Q9H9H4', 'Q13286', 'Q9HBF4', 'Q9P253', 'A5D8V6', 'Q96EY5', 'Q13137', 'Q86XT2', 'Q92622', 'Q68DK2', 'Q5T0N5', 'Q9H269', 'Q9Y4G2', 'O15321', 'Q86VP3', 'Q96A37', 'Q96NL1', 'Q9H714', 'Q2TAZ0', 'Q9H0Y0', 'Q9BV81', 'Q6UWE0', 'Q5BJD5', 'Q96H20', 'Q96F24', 'Q9H6U6', 'Q9BRG1', 'Q9H6K1']"
8,P15382,"['P04637', 'P27361', 'P12931', 'P09429', 'Q13131', 'Q15831', 'P09601', 'Q13501', 'O60260', 'Q14694', 'P14416', 'P0DP23', 'Q9BXM7', 'O75385', 'Q86YS6', 'Q8TDY2', 'Q9Y239', 'A1A4Y4', 'Q14596', 'Q0ZLH3']"
